a 一
gamc 𥒑
gamkm 不可缺少
gaml 研制 硬币
gamox 大百科全书
gamx 石笋
gan 厦
gank 奇偶 石泉
ganm 硬件
ganqy 不可侵犯
ganr 石化 硬化 𥔹
gaodz 有一分热发一分光
gaom 歪斜
gaord 不一会儿
gapl 硬盘
gapo 奇兵
gaput 在一般情况下
gaqk 石狮
gaqo 歪风
gaqr 硬脂
garfj 原形毕露
gark 𥒂
garok 不可多得
garwl 不可忽视
gasd 研讨
gasj 石膏
gasnw 大开方便之门
gaso 奇效
gaspe 大政方针
gasu 奇谈
gasx 硬朗
gasz 石刻
gatc 奇闻
gate 硬席
gatg 石头
gatl 厦门 石门
gato 硬座
gatsm 有形资产
gatv 硬度
gau 砰
gaua 砰
gaum 硬性
gauor 不平衡
gaut 石料
gautg 奇形怪状
gautk 太平间
gauvu 太平洋
gauwd 不可判定
gaux 奇怪
gauz 奇数
gavag 有一天
gavfu 不一样
gavir 有一些
gavk 石油
gavov 有一个
gavwd 不一定
gavx 硬汉
gawc 厉害
gawej 在一定范围内
gawgj 在一定历史条件下
gawhb 不可逆转
gawk 奇遇
gawmt 在一定程度上
gawq 研究
gawqo 不正之风
gawrj 不可避免
gaws 厨房 奇迹
gawum 不可逆性
gawx 石窟
gaxi 𥓐
gaxj 石壁
gaxl 奇观
gaxnk 大豆蛋白
gaxz 䃀
gay 厉
gaya 厨子 石子
gaye 奇异
gaym 石阡
gayo 石阶
gays 砙
gayt 研习
gazk 奇妙
gazua 大开绿灯
gazv 研发
gazz 奇幻 𥐺 𥓛
gb 左
gbabz 不堪一击
gbae 压型
gbahm 大动干戈
gbai 左下
gbamc 硕士生
gbath 有增无减
gbb 硅
gbbbi 破土动工
gbbds 有志者事竟成
gbbg 磽
gbbl 左贡
gbbry 不动声色
gbcu 左联
gbdkv 不幸的是
gbdr 压抑
gbdrx 奋起抗争
gbds 𫀈
gbek 𥔫
gbewm 奋起直追
gbf 櫫
gbfmj 奔走相告
gbfnh 大规模集成电路
gbfw 压榨
gbfx 左权
gbfz 硅酸
gbg 𥓩
gbgbz 原封不动
gbgd 夸大
gbgev 大起大落
gbgj 左右 左面
gbgmk 大吉大利
gbgry 有声有色
gbgum 破坏性
gbgx 砝码
gbhk 压轴
gbho 左轮
gbhsl 大城市
gbhz 压轧
gbi 左 矼 𥐡
gbiv 左上
gbj 硈
gbja 夸口
gbjco 大地回春
gbjd 𥖲
gbjja 奔走呼号
gbjun 不堪回首
gbk 奈
gbkb 𥕄
gbkfm 不来梅
gbkg 夸耀
gbkk 硅晶
gbko 𥑘
gbkz 压电
gbll 𥖿
gblm 磕睡
gblo 䂵 碽
gbm 奢
gbmd 左手
gbmhv 大功告成
gbml 压制
gbmr 夸赞
gbmrl 不堪重负
gbmsv 存款利率
gbnd 𥐹
gbngx 不攻自破
gbnh 压倒
gbnjv 在工作中
gbno 压价 硳
gbnr 压低 奢侈 左倾
gbnx 硅片
gbob 𥓪
gboce 不堪入耳
gbod 砆
gbof 𥗇
gbofe 大规模
gboh 𫀤
gbojl 有功人员
gbola 不堪入目
gboo 硅谷
gbor 碐
gbpc 压铸
gbpds 奋起反抗
gbpl 硅钢
gbpxm 碱土金属
gbpy 左键
gbqo 左脸
gbqs 左膀 硅胶
gbqu 夸脱
gbquo 大动肝火
gbqy 压服
gbrd 𪿿 𫀂
gbrf 压条
gbrl 左角
gbrr 硓
gbs 压
gbsfl 不堪设想
gbsm 左旗
gbsq 奢望
gbssk 大块文章
gbsx 奈良
gbtg 砖头 磕头
gbth 压库
gbtjm 大声疾呼
gbtr 夸奖
gbtx 压痛
gbu 硖
gbuj 礂
gbun 左首
gbuo 硖
gbup 𥕱
gbvbz 破坏活动
gbvho 原地区
gbvk 硅油
gbvp 左派
gbvv 𡊵
gbwby 不走过场
gbwmy 有志气
gbwn 压迫
gbwp 左近
gbwy 左边
gbwz 𥒺
gbx 𥐳
gbxj 左臂 𥒾
gbxwv 在劫难逃
gbya 硣
gbyc 夸张
gbyd 𥑄
gbyfs 大专院校
gbyi 𥒃 𥒦
gbyj 压强
gbym 䃝 压力
gbysl 大都市
gbytv 磁场强度
gbyy 左翼
gbz 夸 砖
gbza 䃁
gbzl 磕
gbzs 砖 砝 𥐯 𥑗
gbzsm 不动产
gbzu 垄断
gbzw 压缩
gbzy 䂶
gc 套
gcafx 有职无权
gcatj 不耻下问
gcds 耷拉 𫀌
gce 硦
gceb 套鞋
gcgds 布琼布拉
gcgdx 有理有据
gcggd 奇耻大辱
gch 䂻 套
gci 䂜
gcir 套餐
gcja 聋哑
gck 礓 𥑶
gckga 大理石
gckk 礓
gcl 磧
gclo 碛 磧
gclv 套用
gcmj 套种
gcmk 套利
gcml 套筒
gcmy 𥕡
gcnm 套件
gcnsn 大理白族自治州
gcoo 礟 礮
gcq 碃
gcrcm 厂长负责制
gcrh 𫀔
gcs 砡
gcsmj 有理方程
gcsr 𥗗
gctb 套装
gctk 套间
gcu 碼
gcvh 套汇
gcwk 套袖
gcwm 套牢
gcwp 套衫
gcws 套房
gcxg 𫀫
gcy 𥒷
gcyg 碶
gcym 磝
gcyz 𫀥
gcz 碡
gczpl 碳素钢
gczy 碡
gd 大
gda 𡗓
gdaa 丆  𠂇
gdad 大于
gdae 大型 大干 𢆎 𢆐
gdaf 㭐
gdafk 有据可查
gdafr 不拘一格
gdai 𠭅 𤫒
gdaj 㚡 大副 大哥 大豆 奇 𢃊 𣍳
gdak 奯
gdal 𥁋
gdan 奭 𡚐 𩠖 𩠣
gdao 𡘂
gdaod 有求于人
gdaq 𪍢
gdau 𪥑
gdaul 歪打正着
gdaz 㦽
gdb 圶 𡉄
gdbb 㚝 大款 奎 𡙔
gdbd 夳
gdbi 左 𪩵
gdbj 大鼓 奝
gdbk 奈 𠝥 𡘍 𪥔
gdbl 𡘟
gdbm 奢 𢴷 𣮦
gdbn 𨾬 𨾭 𩴟
gdbo 大夫
gdbr 𠣼 𠤃
gdbs 𥩴 𧬓
gdbu 大增 𪐡 𪑵
gdbv 大地
gdbw 㥣 大志 𢙮 𢡶
gdbx 大块 大声
gdby 大都
gdbz 大专 夸 夽 𡗨 𡘆 𡙞 𡙿 𦣼
gdca 大王
gdcc 㻎
gdcd 大寿
gdce 耷
gdch 套 𡘷 𢨗
gdci 大丰
gdck 大理
gdcl 𡙄 𧡵
gdcp 𨫹
gdcr 大麦 𩤄 𪄤
gdcs 𡘇
gdcu 𩡱
gdcx 㿴 大肆 夺取
gdcz 𣫵
gdd 夺
gddj 大事
gddq 大势 耐热
gddr 大批
gdds 夺
gde 㚏
gdeb 大蒜
gdebg 不撞南墙不回头
gded 夲
gdee 奔 𡘲
gdefm 石拱桥
gdeh 𡚄
gdej 𠯛
gdek 㓫 𠝊
gdem 𣮡
gdep 㣏
gderl 不求甚解
gdes 𡙧
gdew 耐劳 逩
gdex 攲 𢻢
gdey 大荔
gdez 耐药
gdf 㚓
gdfb 夺标
gdfd 𪎄
gdff 㚞 𡙻 𣞤 𣠮
gdfi 𠧭
gdfiv 在技术上
gdfj 𡘝
gdfk 𠝱 𨊦
gdfm 大桥
gdfs 大校
gdfu 大楼
gdfv 大雨
gdfwl 面授机宜
gdfx 大权 大概 大雪 夺权
gdfz 耐酸
gdga 大厅 大厦 𠀤 𡘋
gdgb 𢀡
gdgd 㚐 大大 夶
gdgdj 不折不扣
gdgg 𡘙 𩕑
gdgh 耐碱
gdgj 大面
gdgk 𪟅
gdgl 𧡅
gdgn 大雁
gdgp 𢒊
gdgq 大有 𡘎
gdgs 㹜 猋 𡙒
gdgyo 大操大办
gdha 大臣
gdhb 𡚓
gdhe 大车
gdhm 大致 𪥎
gdho 奁
gdhv 大成
gdhx 奆 𡘣
gdhy 𣎉
gdhz 𡗥 𪌝
gdi 𡗔 𡘗 𧈠 𧈹
gdia 大卡 大叔
gdib 在
gdii 𡗱 𫌍
gdij 大战
gdik 大步 𡘧
gdil 𪍕
gdir 大餐 𡗼
gdis 𠀊
gdix 㪎 㪑 敧 𢽀 𢾴 𢿞 𥆗
gdiy 存
gdizr 布拉柴维尔
gdj 右 夻
gdja 㚜 戫 𡚞 𢒰
gdjc 大国 𡙮 𢧤
gdjg 䫑 𩑲
gdji 𡚍
gdjj 夺回 奩 辱骂 𡙗 𣎥 𪌦 𪡔
gdjk 剞 奤 𡙲 𣎬 𩈧
gdjl 大员 𠳮 𥁓 𪥥
gdjm 大跌 𢽽 𤯱
gdjn 䧺 𡚊 𡚜 𨿫
gdjp 𣂦
gdjr 大路 欹 鵸 𪥣
gdjsy 大事记
gdju 𡘰
gdjv 大中
gdjw 𪓡
gdjx 㿲
gdjy 大邑 𨚞 𨚺 𨜀 𨜅 𨝼
gdjzy 大事纪
gdka 大师 大量 𤫍
gdkb 大暑
gdkc 𩇩
gdkcc 大提琴
gdke 奲
gdkey 不拘小节
gdkfk 大排档
gdkg 𩕐
gdki 奋 𡘊 𧈏
gdkk 尞 𡚗
gdkl 大氅 𡘴
gdkm 𪍖
gdkn 䨅
gdko 大小 夵
gdkq 奛 𩙂
gdkr 㬼 大略 鷯 鹩 𣣩
gdku 大业 𤊽 𤋯
gdkv 大水 𪶍
gdkw 大堂 遼
gdkx 𡘨
gdky 𨝷
gdkya 左撇子
gdkz 奄 𡘤 𪥖
gdla 大幅 夺目
gdlc 㚗
gdld 冇 大同 𠕇 𡗚
gdle 大典
gdlg 𩕦
gdli 大帧 布
gdlk 𠟰 𡘃
gdll 㞭 大山 𥇛
gdlm 𡙐 𣰋
gdln 𡚝
gdlr 𡙋 𣣥 𪄘
gdlt 𡗭
gdlu 𡘵 𡚔
gdlv 耐用
gdlx 𡙵
gdly 𨜨 𨞜
gdmb 𡗢 𢧤
gdmc 𤯗
gdme 𡗧
gdmh 𠬗 𪲁
gdmi 大竹 𡗸 𧌝
gdmk 𠛘
gdml 𡙍 𢁛 𧗑
gdmm 大笔
gdmnc 不择手段
gdmp 𡙓
gdmw 大管
gdmy 大气 奅 𪥚
gdmz 綔
gdna 大使
gdnc 𡘪 𡙙
gdnd 夰 夼 奪 𡙆
gdndy 不打自招
gdne 大做
gdnf 大体 𡙸
gdng 𩖃
gdnh 大袋
gdni 大修 奞
gdnj 𡙬
gdnk 奮 𠠘
gdnl 𥂙
gdnm 大作 𣰰
gdnn 大伯 大牌 𡚒
gdnr 𡙣
gdnt 夺魁
gdnu 大伙
gdnx 大片 𡙜 𡚠
gdny 大佛 𨟉
gdnz 大鼠 𡘹
gdo 夾 𡗕
gdob 大会 大街 𡘫 𪌴 𪥜
gdoc 大全
gdod 大人
gdoe 𠦵
gdog 䫪 頰
gdoi 𡗟 𪘘
gdoj 𧮯
gdok 㓨 夺得 𠞮 𣷚
gdol 𡾎 𧶘
gdom 𣭶
gdon 𡗦 𡚟
gdoo 㚒 大众 大爷 夾 爽 𡙁 𤕡
gdopa 耐热合金
gdor 㰰 鵊 鷞
gdow 㤲
gdox 𪥏
gdoy 郟
gdoz 𠷔
gdpbr 大势所趋
gdpd 大丘 𡗲 𡘄
gdpi 𧑧
gdpl 大盘
gdpo 大兵
gdppm 耐热铸铁
gdps 𡗷
gdq 有 𠕆
gdqd 大凡
gdqg 𫝸
gdqk 大胆
gdql 䀁 𧠶
gdqm 毻
gdqn 𩲾
gdqo 大风 飙
gdqpl 耐热钢
gdqq 奟 𤲽 𪍥
gdqr 䳑 𪅣
gdqs 大脑 龓 𡘺 𦎃
gdqu 𤑌
gdqw 㤫 大腿 迶 遀
gdqy 大肠 郁
gdr 奓
gdri 𪋿
gdrj 㚚 大象
gdrk 㚛 𡙥
gdrka 大批量
gdrl 𡚚
gdrm 𡙳 𡚢 𦨅 𪌜
gdrr 㔫 奓 𡖳 𡯃 𪄳
gdrs 奃 耐久
gdrv 大多
gdry 𡏎 𦫚 𦫜 𦫞
gdrz 䲪 𩾪
gds 太 犬 𧥢
gdsb 大讲
gdsc 𡙃 𩡷
gdse 大计
gdsfr 布拉格
gdsg 𩑱
gdsj 大部
gdsk 大意 𡘐 𡘒 𪟃
gdsl 盇 盋
gdsm 大话 𪻟
gdsma 有的放矢
gdsn 大齐 𨾩
gdso 𪥘
gdsp 𨫦
gdsq 飆
gdsr 䳊 大衣 𡘚 𡙤 𣤛 𤜹 𧙐 𩿛
gdsu 大帝
gdsw 态 迏 迖
gdsx 𡘳 𦫐
gdsy 大方
gdsz 𠚀
gdtd 冭
gdte 㪺 𡗴 𣂏
gdtf 大麻 耐磨
gdtg 大庆
gdtl 大门
gdtr 大奖 大将
gdtv 大度
gdtz 大冶 𦅬
gdu 𡗜
gdua 大灯
gdub 㚔 大半 𥘾 𪲎
gduc 羍 𩢙
gdue 𢌾
gduf 大米
gdug 大关 𩒏
gduk 昚
gdul 䙽 盔 眘
gdum 耐性
gdun 𨾮 𩠙
gduo 大火 灰 耐火 𤆍
gduq 𡘺 𦎃 𦚉
gdur 大炮 𪀬
gdus 大忙 𡚏
gduu 㚠 㶫
gduv 大为
gdux 𠬲 𡗪
gduy 𠛞 𠡊
gdva 大举 大兴 大河
gdvb 大江
gdve 大港 大湖
gdvkv 有的是
gdvm 大海
gdvn 奫
gdvod 有的人
gdvp 𡙯
gdvs 𥒸 𪌵
gdvu 大洋
gdvv 大洲
gdvw 大学
gdvy 大梁
gdw 达
gdwa 大写 大宁
gdwb 大宗 夺冠
gdwe 大寨 大赛 耐寒
gdwed 布拉迪斯拉发
gdwf 𤟴
gdwg 大家
gdwh 大连
gdwl 𢩟
gdwm 大户 大选 牵 𡚉
gdwtv 有求必应
gdwu 大道
gdwx 大通
gdwy 大字
gdwz 大案 耐心
gdx 𪥊
gdxb 大尉 𡚛 𫇊
gdxc 𨷎
gdxe 大殿
gdxh 大戏
gdxk 𡙌 𡙨
gdxl 大观 𥁊 𥂱
gdxn 大难
gdxs 友 犮
gdxum 布拉马普特拉河
gdxy 大局
gdya 𡥂
gdyb 大陆 𡙕 𡙺
gdyd 𡯁 𪥋
gdyi 大巴 夿 𡗵
gdyk 𠜁
gdym 大力 夯 耐力 𤙼 𪥚
gdyn 㚕 𩁭
gdyo 大办 大队
gdyp 大阪 𪽢
gdyr 鴺
gdys 㼪 㼽 𤭨
gdyt 𫘏
gdyw 大院
gdyx 𡙈
gdyy 翃 𦏷 𦑽 𨚲
gdyz 夷 𡗝
gdzb 大红 𡘼
gdzdr 大拇指
gdze 𡗹 𡙘 𢍤
gdzg 𩓹 𩔯
gdzi 㚎 𡗡
gdzk 刳 剦 𠛗 𠞒 𡙂 𡭡 𪟋
gdzl 大姐 大纲
gdzm 𢽱
gdzmd 大打出手
gdzn 大嫂 雄 𨾺
gdzo 奒 𠷔
gdzp 瓠 𤬄
gdzq 䫺 𪵪
gdzr 㰭 匏 大约 鴮 鵪 鹌 𠣻 𣣚 𩿅 𫜬
gdzs 厷 厺 大娘
gdzt 𡘁
gdzw 大婶
gdzx 大妈
gdzy 䣍 大好 郀 𡘏 𨙿 𨜆
gdzz 𡗰 𡘘 𡘛 𪥞
ge 尤其
geag 礞
geaj 𥔽
geaka 有朝一日
geb 𥑠 𥕛
gebef 硝基苯
gebi 奔赴
gebm 𥖛
gebo 奔走
gebr 𥕜
gebwz 不甘心
gebyt 不甘示弱
gec 䃆
gecfv 尤其要
geckv 尤其是
gee 奔 𥑾
geeag 不共戴天
geee 𥓈
geel 𥖀
geeoa 大革命
geeos 厚古薄今
geepa 不甘落后
geer 𥗨
gef 碟
gefd 礡 礴
gefl 𥗺
gege 𥕊
gegeq 不劳而获
gegwk 不期而遇
gehs 礣
gehzx 大藏经
geima 在某些特殊情况下
geisg 在某些方面
gej 𥑮
gejl 𥖰
gejn 礶
gejq 𥔓
gejr 奔跑
geju 𥗅
gek 碏
geka 䃱
gekej 在世界范围内
gekg 𥕓
gekiv 在世界上
gekk 𥕢 𥗪
gekl 𥕾
geko 磺
gekr 礍
gekzx 破世界纪录
gel 碤
gelb 䃓
gelc 䃊
gelg 碤
gelo 磌
gelpj 石英钟
gelz 𥖣
geml 礷
gemo 𥓹
gemwo 面带笑容
genj 奔向
genr 硴
genx 碟片 𥖪
geo 硔
geoa 奔命
geoae 有期徒刑
geof 厮杀
geogl 矿藏分布
geop 𥗀
geoqm 大获全胜
geos 砹
geou 𥔸
geoy 𥕪
geoz 𥒴
gep 厮
gepd 𥕶
gepej 大献殷勤
gepk 𫀮
geqm 䃟
geqtn 面黄肌瘦
gequ 奔腾
geqw 磺胺
gerb 礤
gerga 有其名而无其实
germ 𥗹
gero 𥗔
geru 𥗕
gery 𥔙
ges 硭
gesh 硭
gesi 𥕩
gesm 奔放
gesn 𥔾
geszr 石蕊试纸
geuq 𥖈
geus 奔忙
gev 礴
gevs 奔流
gevv 𥐧
gevx 奔波
gew 礞
gewfq 磁带机
gewl 𥕧
gewwe 不甘寂寞
gexs 𥑂
gexsa 有苦难言
gexy 奔驰
geya 碟子
gez 碪
gezf 碟 𥖢
gezh 𥖘
gezl 礚
gezn 𥘁
gezo 𥒴
gezum 耐药性
gezve 布基纳法索
gezy 磡
gezz 𥔵
gf 不要
gfa 砵
gfaew 大本营
gfamt 有机可乘
gfapm 硫酸亚铁
gfb 䃌 𥒰
gfbj 硒鼓
gfbk 磦
gfbry 不露声色
gfbz 𥖅
gfccs 有机玻璃
gfd 磚
gfds 磗 磚
gfdut 原材料
gfepz 石棉芯铁丝网
gfeq 䃻
gff 碄 礎
gffb 𥖜
gffj 𥗈
gffl 礵
gffm 𥗘
gfg 𣗁
gfgc 𩧕
gfgdx 有根有据
gfgfv 不需要
gfgii 有禁不止
gfgl 礝
gfhh 𥖔
gfiai 不相上下
gfj 硒
gfjad 有赖于
gfjtr 大西北
gfjvu 大西洋
gfk 硨 𥓝
gfka 碴
gfke 磹
gfki 礌
gfklv 大材小用
gfl 厢
gfmo 𫀓
gfmob 唇枪舌剑
gfmpl 碳酸氢钠
gfmpw 碳酸氢铵
gfni 礭
gfnom 有机化合物
gfnvw 有机化学
gfobh 奎松城
gfofk 大检查
gfoo 䂾 𥓜 𥘃
gfoty 大相径庭
gfow 𥖟
gfoz 硹
gfpd 𥕌
gfphj 有本质区别
gfqfz 有机酸
gfqgu 有机磷
gfqm 𥗩
gfqmr 有机物
gfqnf 有机体
gfqut 有机肥料
gfrd 碴儿
gfrp 𥘄
gfrqs 硅橡胶
gfs 𥑡
gfsmc 在校生
gftws 不露痕迹
gfuuz 存栏数
gfvbh 大西洋城
gfvjj 硅整流器
gfvkx 不要紧
gfvmc 在校学生
gfvv 䂞
gfwtv 不相适应
gfxi 礎
gfxll 大雪山
gfxsn 大概齐
gfyl 𥗓
gfyum 太极拳
gfzm 𥔖
gfzmx 碳酸氢
gfzpa 碳酸钙
gfzpl 硫酸铜
gfzqr 原核细胞
gg 厂
gga 𥑜
ggad 㕌
ggae 㕃 厈 𪮱
ggaey 大不列颠及北爱尔兰联合王国
ggai 厅
ggaj 㕉 碕
ggak 厌恶 𠩏
ggas 𠨮
ggau 𤈲
ggaus 石破天惊
ggauv 大有可为
ggaw 㕔 𠫇 𠫊
ggax 𠪊 𠬡
ggay 厉 砺 𠩳
ggayz 左右开弓
ggb 圧
ggba 硕士 𪠓
ggbb 厓 𠪤
ggbd 𠪆
ggbi 厂址 𠨭 𥑰
ggbj 𥐘 𪠈
ggbl 𧡋
ggbo 𠨶
ggbq 𠪑 𥓿
ggbr 𣣾
ggbs 压 𠩝
ggbu 黡 黶 𠪩 𠪯
ggbx 𠩍 𪠩
ggby 䣑 𠨼 𨞋 𨞬 𫒬
ggbz 𠩂 𥑹
ggcc 𠫑
ggch 厂长 𪠐
ggci 𠨵
ggcm 𠪚 𪠞
ggcq 𠩻
ggcs 㻹
ggcx 𠪏
ggcy 𠪲
ggdb 𡐷
ggddv 大大的
ggdi 𧒉
ggdsj 大大提高
ggdug 不耐烦
gge 礪
ggeb 厜
ggeer 郁郁葱葱
ggej 㕆
ggek 厝 𠪄 𥕉
ggel 𪠎
ggeo 𠩷 𠪙
ggep 厮 𠪜
ggeq 𠫌
gger 𩿫 𪵌
ggesu 夸夸其谈
ggesy 夸大其词
ggeug 不厌其烦
ggev 厌世 磊落
ggez 厒 𠪟 𠪦
ggfb 㕊 𠪖
ggfd 𠩚 𪠔
ggff 𠩵
ggffa 原原本本
ggfg 𠪝
ggfi 歴
ggfik 面面相觑
ggfk 厙 暦 𠫁
ggfl 厢
ggfld 大不相同
ggfq 𠪠
ggfr 𠩱 𣣭
ggfw 厯 𢟍
ggfy 𨟥
ggg 磊
gggb 𪤲
gggd 碝
gggg 𥗉 𥗐
gggk 㔏
gggl 𥕷
ggglo 左顾右盼
gggm 厐 厖
gggn 𠩮
gggnc 奋不顾身
gggs 厌 厭 𤟐
gggsk 愿不愿意
gggt 厂矿
gggw 𢥧
gggy 𨟟
ggh 𫀍
gghb 厔
gghe 厍
gghi 厊
gghj 𠵧
gghr 厩
ggi 𥐴
ggia 𠩎
ggib 𥒒
ggig 兏 𠪽
ggii 𧔞 𧖄
ggij 厬
ggik 𠠝
ggikv 而不是
ggiok 顾不得
ggir 𠩆
ggix 𠪬 𣀥
ggiy 𨟑
ggiyv 大不了
ggj 𥑛
ggjc 厪 𠩥
ggje 𠩰 𠪀
ggji 𠪈
ggjja 大大咧咧
ggjk 靥 靨
ggjks 破历史最高纪录
ggjl 𡸡 𩱔
ggjmd 左右手
ggjo 厂史 𣦆 𣦰
ggjp 厛 𠪒
ggjr 厑 𠩣
ggjs 𠪮
ggju 𠪶
ggjx 𠪔
ggjy 𠩭
ggjz 𪠋
ggkb 厂里 厘 𠪵 𥗃
ggkc 厞
ggke 𠩿
ggkf 硕果 𠪧
ggkg 願 𩖒 𪠍 𫗻
ggki 㕅 𠪿 𧏐
ggkk 𠩤 𠪥 𥕴
ggkl 𠫂
ggko 𪠖
ggkr 𠩼 𣢭 𣤔 𪄁
ggku 𪠙
ggkv 𣱷
ggkw 愿 𠪰
ggkx 𠩒
ggky 厚 𨝂
ggkz 硽 𠪎 𥕠 𪠇 𫀛
ggl 豳
ggli 𥑢
gglk 厕 厠 𠩪 𥔦
ggll 𠫍
gglm 厰 𠪫
gglo 厧 𠩠
gglz 厲 礪
ggm 硥
ggma 𥎦 𩱔
ggmb 𠩢 𡐰
ggmc 㻺
ggmd 𠨾
ggme 𠨺 𠩶 𤯍
ggmg 磿 𡙽
ggmh 㕒 厇 𠩙
ggmi 厏 歷 礰 𠩄 𪙪
ggmk 曆 𠩯 𪠝
ggml 𧗖
ggmm 厤
ggmn 𩴣
ggmo 𩞨
ggmp 𨬑
ggmq 𦠓
ggmr 𠪁 𪅼
ggmu 㷴 𠩾
ggmw 𠪾
ggmy 𠟄
ggne 𠩲
ggnhk 面面俱到
ggni 㕍
ggnk 原 厡 厵 𠫐 𠫒 𣅛
ggnl 贋 赝
ggnn 雁 𠩡 𨿳
ggno 厂价 𪠊
ggnq 𦢖
ggnr 厦 鴈 𠩫 𠩴 𪆒 𪇿
ggns 𧭭
ggnsl 太原市
ggnu 㷳 厌倦 𤎝
ggnuv 大有作为
ggnx 𠪇
ggnz 𠪳
ggo 硕 碩
ggoa 硕 碩
ggob 𠩜 𠪨 𠪪
ggod 仄
ggoe 𠫏
ggof 𠫃
ggog 𠫉 𩖄
ggoj 𧯏
ggok 𠪞 𣅦
ggoku 厂矿企业
ggon 𠨴
ggoo 厱 硤 磢 𠩘 𠩛 𠩟 𠩬 𦠩
ggor 𩾸
ggos 𠩌
ggosq 大有希望
ggow 𠫄
ggox 𠩸
ggoy 𠪺
ggp 㕋
ggpg 𩔟
ggpr 𠪢
ggpx 𠨹
ggq 磭 𥑿
ggqg 𪠜
ggqm 𠪣
ggqp 𠩇
ggqq 𠪘
ggqr 𫛵
ggqs 𠪑
ggqx 𠨻
ggr 矹 𥐶
ggrdt 在不久的将来
ggrf 橜
ggrg 𥕳 𪠏
ggrh 𠨸 𠨿 𤑂
ggri 蟨 𪠌 𫀧
ggrj 蹷 𥔇
ggrk 劂 𠩊
ggrl 贗 𩪜
ggrm 𠫋 𢴺
ggrn 𩀾
ggrp 𨬐
ggrq 𦠒 𪠗
ggrr 䃎 鷢 𠨬 𠨽 𪆙
ggrs 厎
ggrt 𠩁
ggru 㕐 𤑤
ggruu 在大多数情况下
ggrw 憠
ggry 𠡲 𠢤 𠢭 𫀒
ggrz 鳫 𡡕
ggs 厌 硺
ggsb 壓 𠫀
ggsc 𠩈
ggse 厗 𥔈
ggsf 檿
ggsi 㱘 龎
ggsk 厣 厴 𤳪
ggsl 𢅠 𥌅 𥔐
ggsm 擪 𠪭
ggsn 魇 魘
ggso 餍 饜
ggsp 𠫎
ggsq 𣎩
ggsr 㕈 𠪗 𧝏 𧝦 𩼴
ggss 厯
ggssy 大大方方
ggsu 㕇 厂商 𠪌
ggsw 懕
ggsx 㕂 𥀬 𪠒
ggsy 厂方
ggsz 厌弃 嬮
ggte 㕏 𣂀 𪰈
ggts 𣃞
ggtuo 磷矿粉
ggu 燹
ggua 𠩽
ggub 㕓 𠪉
ggud 㕑 厨
ggue 𪠉
gguf 𠩕
ggufq 励磁机
ggug 厌烦
gguga 石灰石
gguk 㓹 𤉓
ggukv 石灰水
ggulg 石灰岩
ggum 𠫈 𣯅
ggun 𪠘
gguo 𥔕 𫀇
ggur 𠩔 𠩦
gguri 大有益处
gguu 𠪛
ggux 𠩹 𠪊 𠪼
gguz 𠩋 𪠕
ggvmu 不在乎
ggvr 𠩓 𠩗
ggvul 存在着
ggvv 砳
ggwf 𠪷
ggwg 厂家 𩓒 𩕮
ggwl 𠪂
ggws 厂房
ggwuo 大有裨益
ggwvg 左右逢源
ggwxr 郁郁寡欢
ggwy 𠩞
ggxa 𪠆
ggxb 𠪡 𡊃
ggxg 𩒣
ggxi 𠩧 𠪴
ggxl 𠪃
ggxr 𠩑 𣢬 𩿔
ggxs 𥑕
ggxx 𠪅
ggxy 𠠻 𠩨 𠪍
ggxz 𠨰 𠪓 𥾩 𦃢
ggya 厂子 𠨯
ggyd 硕导
ggyf 𣐃
ggyg 頋 顾 𠪽
ggyi 𠨱
ggyk 𠪐
ggyl 𧠏
ggym 历 厫 𪠛 𫁣
ggyr 𪃱
ggys 㽁 𠨳 𠩅 𠪹 𥑣
ggyy 励 厄 砈 𠠿 𥑉 𨜸
ggzb 𡓸
ggzf 𠪸
ggzg 𠩩
ggzhb 大有好转
ggzi 𠪋 𣦯 𤕫 𧓽
ggzj 𠫆
ggzk 𠠏
ggzl 㕎 𧢝
ggzm 𠪫 𤕺
ggzr 厥 𣣃 𥕲
ggzs 𥐪 𨑃
ggzt 厯 𠩐 𠪱 𨑄
ggzuq 大不如前
ggzw 𪠑
ggzy 勵 𠨷 𥗠 𨞺
ggzz 㕄 𠩀 𠩉
gh 辰
gha 碱
ghaj 碱
ghak 磩
ghatv 磁感应
ghaz 𥔃
ghb 𥒓 𪣝
ghbad 不至于
ghbbi 碱式盐
ghbi 硜
ghbv 碱地
ghcbk 不到长城非好汉
ghd 辱
ghdh 㦺
ghds 辱
ghdw 𢟲
ghdy 鄏 𠢑
ghe 砗
ghevg 不到黄河不死心
ghez 𨑅
ghf 𣕥
ghgd 𥑳
ghgjo 大轰大嗡
ghgo 䫃
ghgr 硗
ghgrl 大惑不解
ghhm 碊 𢦿
ghi 砑 蜃
ghib 𨑉
ghii 𧒏
ghix 𢾯
ghj 唇 𠷠
ghja 䂸
ghjj 𥕥
ghjl 𥓟
ghjo 𥕇
ghjr 𥗄
ghjw 䃭
ghjy 𫒣
ghk 㫳
ghkd 𥓫
ghkns 不到位
ghkz 𥔌
ghl 砸
ghli 砸
ghlk 䢈
ghll 𥗽
ghm 䂝 𥒎
ghmh 𣭽
ghml 礛
ghmo 敐
ghms 𫀪
ghnb 砸毁
